Geography,Industry,Age group,Year,Labour force (persons*1000),"Employment (persons*1,000)","Unemployment (persons*1,000)",Unemployment rate
Canada,Goods-producing sector,15 to 24 years,2011,455.2,401.8,53.5,0.11753075571177504
Canada,Goods-producing sector,15 to 24 years,2012,455.6,404.3,51.3,0.11259877085162422
Canada,Goods-producing sector,15 to 24 years,2013,448.7,398.6,50.0,0.11143302874972141
Canada,Goods-producing sector,15 to 24 years,2014,451.3,402.1,49.2,0.10901839131398183
Canada,Goods-producing sector,15 to 24 years,2015,439.7,392.7,46.9,0.10666363429611099
Canada,Goods-producing sector,15 to 24 years,2016,411.1,366.8,44.3,0.1077596691802481
Canada,Goods-producing sector,15 to 24 years,2017,425.8,386.7,39.1,0.09182714889619539
Canada,Goods-producing sector,15 to 24 years,2018,434.1,397.7,36.4,0.0838516470859249
Canada,Goods-producing sector,15 to 24 years,2019,414.3,375.6,38.8,0.09365194303644701
Canada,Goods-producing sector,15 to 24 years,2020,391.2,339.2,52.1,0.1331799591002045
Canada,Goods-producing sector,25 to 54 years,2010,2916.3,2710.3,206.0,0.07063745156533964
Canada,Goods-producing sector,25 to 54 years,2011,2903.2,2732.5,170.7,0.05879718930834941
Canada,Goods-producing sector,25 to 54 years,2012,2921.3,2761.1,160.1,0.054804367918392494
Canada,Goods-producing sector,25 to 54 years,2013,2896.3,2733.8,162.5,0.05610606636052895
Canada,Goods-producing sector,25 to 54 years,2014,2849.2,2694.9,154.4,0.05419065000701952
Canada,Goods-producing sector,25 to 54 years,2015,2821.5,2647.6,174.0,0.06166932482721956
Canada,Goods-producing sector,25 to 54 years,2016,2799.7,2623.6,176.1,0.062899596385327
Canada,Goods-producing sector,25 to 54 years,2017,2754.3,2614.3,140.0,0.05082961187960643
Canada,Goods-producing sector,25 to 54 years,2018,2776.1,2654.4,121.7,0.04383847844097835
Canada,Goods-producing sector,25 to 54 years,2019,2782.0,2652.8,129.1,0.04640546369518332
Canada,Goods-producing sector,25 to 54 years,2020,2726.9,2525.0,201.9,0.07404011881623822
Canada,Goods-producing sector,55 years and over,2010,675.3,630.7,44.5,0.06589663853102325
Canada,Goods-producing sector,55 years and over,2011,707.1,665.1,42.1,0.05953896195729034
Canada,Goods-producing sector,55 years and over,2012,741.0,700.1,40.9,0.05519568151147098
Canada,Goods-producing sector,55 years and over,2013,801.6,753.0,48.6,0.06062874251497006
Canada,Goods-producing sector,55 years and over,2014,822.7,773.3,49.4,0.06004618937644341
Canada,Goods-producing sector,55 years and over,2015,866.8,810.9,55.9,0.06449007844946932
Canada,Goods-producing sector,55 years and over,2016,897.8,840.0,57.8,0.06437959456449098
Canada,Goods-producing sector,55 years and over,2017,928.1,878.5,49.5,0.0533347699601336
Canada,Goods-producing sector,55 years and over,2018,945.8,897.7,48.2,0.050962148445760205
Canada,Goods-producing sector,55 years and over,2019,994.5,946.5,48.0,0.048265460030165915
Canada,Goods-producing sector,55 years and over,2020,982.8,906.5,76.2,0.07753357753357754
Canada,Services-producing sector,15 years and over,2010,13829.9,13179.3,650.6,0.047043001033991574
Canada,Services-producing sector,15 years and over,2011,13962.5,13372.4,590.2,0.04227036705461057
Canada,Services-producing sector,15 years and over,2012,14084.6,13497.4,587.2,0.04169092483989606
Canada,Services-producing sector,15 years and over,2013,14270.3,13699.6,570.7,0.0399921515315025
Canada,Services-producing sector,15 years and over,2014,14368.3,13806.9,561.4,0.03907212405086197
Canada,Services-producing sector,15 years and over,2015,14504.3,13942.8,561.5,0.03871265762566963
Canada,Services-producing sector,15 years and over,2016,14655.8,14081.2,574.5,0.03919949780974086
Canada,Services-producing sector,15 years and over,2017,14919.6,14401.6,518.1,0.03472613206788386
Canada,Services-producing sector,15 years and over,2018,15112.6,14618.2,494.4,0.03271442372589759
Canada,Services-producing sector,15 years and over,2019,15520.1,15010.7,509.4,0.03282195346679467
Canada,Services-producing sector,15 years and over,2020,15314.4,14228.5,1085.9,0.07090712009611869
Canada,Services-producing sector,15 to 24 years,2010,2285.4,2084.9,200.5,0.08773081298678569
Canada,Services-producing sector,15 to 24 years,2011,2280.4,2101.4,179.0,0.07849500087703912
Canada,Services-producing sector,15 to 24 years,2012,2244.7,2062.4,182.3,0.08121352519267609
Canada,Services-producing sector,15 to 24 years,2013,2259.1,2088.4,170.7,0.07556106414058696
Canada,Services-producing sector,15 to 24 years,2014,2252.4,2087.7,164.7,0.07312200319659029
Canada,Services-producing sector,15 to 24 years,2015,2246.8,2081.1,165.7,0.07374933238383477
Canada,Services-producing sector,15 to 24 years,2016,2225.0,2069.0,156.0,0.0701123595505618
Canada,Services-producing sector,15 to 24 years,2017,2261.0,2119.4,141.6,0.06262715612560814
Canada,Services-producing sector,15 to 24 years,2018,2280.7,2143.4,137.3,0.06020081553908889
Canada,Services-producing sector,15 to 24 years,2019,2359.3,2215.1,144.1,0.06107743822320179
Canada,Services-producing sector,15 to 24 years,2020,2199.0,1878.9,320.0,0.14552069122328332
Canada,Services-producing sector,25 to 54 years,2010,9221.8,8849.7,372.1,0.04035004012231886
Canada,Services-producing sector,25 to 54 years,2011,9255.4,8927.0,328.4,0.03548198889297059
Canada,Services-producing sector,25 to 54 years,2012,9300.1,8977.2,322.9,0.03472005677358308
Canada,Services-producing sector,25 to 54 years,2013,9362.8,9051.8,311.0,0.033216559148972535
Canada,Services-producing sector,25 to 54 years,2014,9370.5,9061.3,309.2,0.032997171975881756
Canada,Services-producing sector,25 to 54 years,2015,9435.5,9127.7,307.7,0.032610884425838586
Canada,Services-producing sector,25 to 54 years,2016,9486.8,9157.9,328.9,0.03466922460682211
Canada,Services-producing sector,25 to 54 years,2017,9619.1,9328.1,291.1,0.030262706490212184
Canada,Services-producing sector,25 to 54 years,2018,9693.8,9423.8,270.0,0.027852854401782586
Canada,Services-producing sector,25 to 54 years,2019,9902.1,9630.7,271.4,0.02740832752648428
Canada,Services-producing sector,25 to 54 years,2020,9858.9,9284.6,574.3,0.058251934800028396
Canada,Services-producing sector,55 years and over,2010,2322.6,2244.6,78.0,0.03358305347455438
Canada,Services-producing sector,55 years and over,2011,2426.8,2343.9,82.8,0.03411900445030493
Canada,Services-producing sector,55 years and over,2012,2539.8,2457.8,82.0,0.032286006772186786
Canada,Services-producing sector,55 years and over,2013,2648.4,2559.5,88.9,0.03356743694305996
Canada,Services-producing sector,55 years and over,2014,2745.4,2657.9,87.5,0.03187149413564508
Canada,Services-producing sector,55 years and over,2015,2822.0,2733.9,88.1,0.031218993621545
Canada,Services-producing sector,55 years and over,2016,2944.0,2854.4,89.6,0.03043478260869565
Canada,Services-producing sector,55 years and over,2017,3039.5,2954.1,85.5,0.028129626583319627
Canada,Services-producing sector,55 years and over,2018,3138.2,3051.0,87.2,0.027786629277930026
Canada,Services-producing sector,55 years and over,2019,3258.7,3164.9,93.8,0.02878448461042747
Canada,Services-producing sector,55 years and over,2020,3256.6,3065.0,191.6,0.058834367131364
Canada,Unclassified industries,15 years and over (x 1000),2010,534.5,0.0,534.5,1.0
Canada,Unclassified industries,15 years and over (x 1000),2011,546.6,0.0,546.6,1.0
Canada,Unclassified industries,15 years and over (x 1000),2012,534.9,0.0,534.9,1.0
Canada,Unclassified industries,15 years and over (x 1000),2013,515.8,0.0,515.8,1.0
Canada,Unclassified industries,15 years and over (x 1000),2014,505.9,0.0,505.9,1.0
Canada,Unclassified industries,15 years and over (x 1000),2015,488.5,0.0,488.5,1.0
Canada,Unclassified industries,15 years and over (x 1000),2016,505.9,0.0,505.9,1.0
Canada,Unclassified industries,15 years and over (x 1000),2017,502.5,0.0,502.5,1.0
Canada,Unclassified industries,15 years and over (x 1000),2018,463.4,0.0,463.4,1.0
Canada,Unclassified industries,15 years and over (x 1000),2019,428.9,0.0,428.9,1.0
Canada,Unclassified industries,15 years and over (x 1000),2020,481.3,0.0,481.3,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2010,165.8,0.0,165.8,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2011,173.1,0.0,173.1,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2012,171.6,0.0,171.6,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2013,166.2,0.0,166.2,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2014,163.9,0.0,163.9,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2015,153.6,0.0,153.6,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2016,158.7,0.0,158.7,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2017,143.0,0.0,143.0,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2018,136.2,0.0,136.2,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2019,136.4,0.0,136.4,1.0
Canada,Unclassified industries,15 to 24 years (x 1000),2020,185.3,0.0,185.3,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2010,293.8,0.0,293.8,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2011,291.8,0.0,291.8,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2012,283.4,0.0,283.4,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2013,272.3,0.0,272.3,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2014,264.4,0.0,264.4,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2015,255.7,0.0,255.7,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2016,252.5,0.0,252.5,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2017,261.3,0.0,261.3,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2018,243.5,0.0,243.5,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2019,213.4,0.0,213.4,1.0
Canada,Unclassified industries,25 to 54 years (x 1000),2020,222.0,0.0,222.0,1.0
Canada,Unclassified industries,55 years and over (x 1000),2010,74.8,0.0,74.8,1.0
Canada,Unclassified industries,55 years and over (x 1000),2011,81.7,0.0,81.7,1.0
Canada,Unclassified industries,55 years and over (x 1000),2012,79.9,0.0,79.9,1.0
Canada,Unclassified industries,55 years and over (x 1000),2013,77.3,0.0,77.3,1.0
Canada,Unclassified industries,55 years and over (x 1000),2014,77.6,0.0,77.6,1.0
Canada,Unclassified industries,55 years and over (x 1000),2015,79.1,0.0,79.1,1.0
Canada,Unclassified industries,55 years and over (x 1000),2016,94.7,0.0,94.7,1.0
Canada,Unclassified industries,55 years and over (x 1000),2017,98.2,0.0,98.2,1.0
Canada,Unclassified industries,55 years and over (x 1000),2018,83.7,0.0,83.7,1.0
Canada,Unclassified industries,55 years and over (x 1000),2019,79.2,0.0,79.2,1.0
Canada,Unclassified industries,55 years and over (x 1000),2020,74.0,0.0,74.0,1.0
Newfoundland and Labrador,All industries,15 years and over,2010,261.0,222.0,39.0,0.14942528735632185
Newfoundland and Labrador,All industries,15 years and over,2011,265.0,231.0,34.0,0.12830188679245283
Newfoundland and Labrador,All industries,15 years and over,2012,272.9,238.7,34.2,0.12532063026749726
Newfoundland and Labrador,All industries,15 years and over,2013,273.1,240.5,32.6,0.11937019406810692
Newfoundland and Labrador,All industries,15 years and over,2014,271.4,238.2,33.2,0.1223286661753869
Newfoundland and Labrador,All industries,15 years and over,2015,272.3,236.6,35.7,0.13110539845758357
Newfoundland and Labrador,All industries,15 years and over,2016,269.3,231.6,37.7,0.13999257333828444
Newfoundland and Labrador,All industries,15 years and over,2017,262.7,223.1,39.6,0.15074229158736202
Newfoundland and Labrador,All industries,15 years and over,2018,261.3,224.4,36.9,0.1412169919632606
Newfoundland and Labrador,All industries,15 years and over,2019,258.8,227.0,31.8,0.12287480680061824
Newfoundland and Labrador,All industries,15 years and over,2020,249.1,214.0,35.0,0.1405058209554396
Newfoundland and Labrador,All industries,15 to 24 years,2010,36.7,28.9,7.8,0.21253405994550406
Newfoundland and Labrador,All industries,15 to 24 years,2011,37.1,29.6,7.5,0.20215633423180593
Newfoundland and Labrador,All industries,15 to 24 years,2012,37.7,30.6,7.2,0.1909814323607427
Newfoundland and Labrador,All industries,15 to 24 years,2013,36.6,30.6,5.9,0.16120218579234974
Newfoundland and Labrador,All industries,15 to 24 years,2014,35.9,30.1,5.7,0.15877437325905294
Newfoundland and Labrador,All industries,15 to 24 years,2015,37.4,31.3,6.1,0.16310160427807485
Newfoundland and Labrador,All industries,15 to 24 years,2016,36.0,29.8,6.2,0.17222222222222222
Newfoundland and Labrador,All industries,15 to 24 years,2017,34.8,28.7,6.2,0.17816091954022992
Newfoundland and Labrador,All industries,15 to 24 years,2018,33.1,26.9,6.2,0.18731117824773413
Newfoundland and Labrador,All industries,15 to 24 years,2019,33.4,27.1,6.3,0.18862275449101798
Newfoundland and Labrador,All industries,15 to 24 years,2020,32.7,26.4,6.3,0.19266055045871558
Newfoundland and Labrador,All industries,25 to 54 years,2010,180.1,156.7,23.5,0.13048306496390893
Newfoundland and Labrador,All industries,25 to 54 years,2011,180.4,160.9,19.5,0.10809312638580931
Newfoundland and Labrador,All industries,25 to 54 years,2012,183.0,163.6,19.4,0.10601092896174863
Newfoundland and Labrador,All industries,25 to 54 years,2013,181.6,163.3,18.3,0.10077092511013216
Newfoundland and Labrador,All industries,25 to 54 years,2014,179.8,160.8,18.9,0.10511679644048942
Newfoundland and Labrador,All industries,25 to 54 years,2015,176.9,156.9,20.0,0.11305822498586772
Newfoundland and Labrador,All industries,25 to 54 years,2016,175.8,153.9,21.9,0.12457337883959042
Newfoundland and Labrador,All industries,25 to 54 years,2017,170.9,148.1,22.8,0.1334113516676419
Newfoundland and Labrador,All industries,25 to 54 years,2018,167.9,147.5,20.4,0.12150089338892196
Newfoundland and Labrador,All industries,25 to 54 years,2019,163.4,146.9,16.5,0.10097919216646266
Newfoundland and Labrador,All industries,25 to 54 years,2020,159.8,141.4,18.4,0.11514392991239047
Newfoundland and Labrador,All industries,55 years and over,2010,44.2,36.5,7.7,0.17420814479638008
Newfoundland and Labrador,All industries,55 years and over,2011,47.6,40.5,7.1,0.14915966386554622
Newfoundland and Labrador,All industries,55 years and over,2012,52.1,44.5,7.6,0.14587332053742802
Newfoundland and Labrador,All industries,55 years and over,2013,54.9,46.5,8.3,0.15118397085610202
Newfoundland and Labrador,All industries,55 years and over,2014,55.8,47.2,8.5,0.15232974910394265
Newfoundland and Labrador,All industries,55 years and over,2015,58.0,48.4,9.6,0.16551724137931034
Newfoundland and Labrador,All industries,55 years and over,2016,57.5,47.8,9.6,0.16695652173913042
Newfoundland and Labrador,All industries,55 years and over,2017,56.9,46.3,10.6,0.18629173989455183
Newfoundland and Labrador,All industries,55 years and over,2018,60.3,50.0,10.3,0.17081260364842457
Newfoundland and Labrador,All industries,55 years and over,2019,62.0,53.0,9.0,0.14516129032258066
Newfoundland and Labrador,All industries,55 years and over,2020,56.5,46.3,10.3,0.18230088495575222
Newfoundland and Labrador,Goods-producing sector,15 years and over,2010,61.7,47.1,14.6,0.2366288492706645
Newfoundland and Labrador,Goods-producing sector,15 years and over,2011,63.6,51.4,12.3,0.19339622641509435
Newfoundland and Labrador,Goods-producing sector,15 years and over,2012,65.4,53.9,11.5,0.17584097859327216
Newfoundland and Labrador,Goods-producing sector,15 years and over,2013,68.0,55.8,12.2,0.17941176470588235
Newfoundland and Labrador,Goods-producing sector,15 years and over,2014,68.7,55.4,13.3,0.19359534206695778
Newfoundland and Labrador,Goods-producing sector,15 years and over,2015,70.9,55.3,15.6,0.22002820874471085
Newfoundland and Labrador,Goods-producing sector,15 years and over,2016,66.9,50.8,16.1,0.2406576980568012
Newfoundland and Labrador,Goods-producing sector,15 years and over,2017,62.7,47.2,15.6,0.24880382775119617
Newfoundland and Labrador,Goods-producing sector,15 years and over,2018,61.5,47.2,14.3,0.23252032520325205
Newfoundland and Labrador,Goods-producing sector,15 years and over,2019,58.9,47.1,11.8,0.200339558573854
Newfoundland and Labrador,Goods-producing sector,15 years and over,2020,53.5,41.2,12.3,0.22990654205607478
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2010,5.5,3.5,2.0,0.36363636363636365
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2011,5.9,4.2,1.6,0.2711864406779661
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2012,6.6,4.9,1.7,0.25757575757575757
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2013,6.4,5.1,1.3,0.203125
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2014,6.2,4.6,1.7,0.27419354838709675
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2015,6.3,4.8,1.6,0.253968253968254
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2016,5.3,3.8,1.5,0.2830188679245283
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2017,4.8,3.7,1.1,0.22916666666666669
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2018,4.5,3.1,1.4,0.3111111111111111
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2019,3.5,2.4,1.1,0.31428571428571433
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2020,2.8,1.9,0.9,0.32142857142857145
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2010,44.1,34.6,9.5,0.21541950113378683
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2011,44.5,36.6,7.8,0.1752808988764045
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2012,43.6,36.9,6.6,0.1513761467889908
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2013,45.3,38.1,7.2,0.15894039735099338
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2014,47.6,39.3,8.3,0.17436974789915968
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2015,47.4,37.9,9.5,0.20042194092827004
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2016,46.1,35.8,10.3,0.22342733188720174
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2017,42.3,32.2,10.0,0.2364066193853428
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2018,39.9,31.4,8.5,0.2130325814536341
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2019,38.2,31.7,6.5,0.1701570680628272
Newfoundland and Labrador,Goods-producing sector,25 to 54 years,2020,35.5,28.0,7.6,0.2140845070422535
Newfoundland and Labrador,Goods-producing sector,55 years and over,2010,12.2,9.0,3.2,0.26229508196721313
Newfoundland and Labrador,Goods-producing sector,55 years and over,2011,13.3,10.5,2.8,0.21052631578947367
Newfoundland and Labrador,Goods-producing sector,55 years and over,2012,15.3,12.1,3.2,0.20915032679738563
Newfoundland and Labrador,Goods-producing sector,55 years and over,2013,16.3,12.6,3.7,0.22699386503067484
Newfoundland and Labrador,Goods-producing sector,55 years and over,2014,14.9,11.5,3.4,0.22818791946308722
Newfoundland and Labrador,Goods-producing sector,55 years and over,2015,17.2,12.7,4.5,0.2616279069767442
Newfoundland and Labrador,Goods-producing sector,55 years and over,2016,15.6,11.2,4.4,0.2820512820512821
Newfoundland and Labrador,Goods-producing sector,55 years and over,2017,15.7,11.2,4.5,0.28662420382165604
Newfoundland and Labrador,Goods-producing sector,55 years and over,2018,17.2,12.7,4.4,0.2558139534883721
Newfoundland and Labrador,Goods-producing sector,55 years and over,2019,17.2,13.0,4.2,0.24418604651162792
Newfoundland and Labrador,Goods-producing sector,55 years and over,2020,15.1,11.3,3.9,0.2582781456953642
Newfoundland and Labrador,Services-producing sector,15 years and over,2010,191.7,175.0,16.8,0.08763693270735524
Newfoundland and Labrador,Services-producing sector,15 years and over,2011,193.7,179.7,14.0,0.07227671657201859
Newfoundland and Labrador,Services-producing sector,15 years and over,2012,199.3,184.7,14.6,0.07325639739086803
Newfoundland and Labrador,Services-producing sector,15 years and over,2013,197.6,184.7,12.9,0.0652834008097166
Newfoundland and Labrador,Services-producing sector,15 years and over,2014,196.0,182.9,13.1,0.06683673469387755
Newfoundland and Labrador,Services-producing sector,15 years and over,2015,194.6,181.3,13.3,0.0683453237410072
Newfoundland and Labrador,Services-producing sector,15 years and over,2016,193.8,180.8,13.0,0.06707946336429309
Newfoundland and Labrador,Services-producing sector,15 years and over,2017,190.8,175.9,14.8,0.07756813417190776
Newfoundland and Labrador,Services-producing sector,15 years and over,2018,191.5,177.2,14.2,0.07415143603133159
Newfoundland and Labrador,Services-producing sector,15 years and over,2019,192.6,179.9,12.7,0.06593977154724819
Newfoundland and Labrador,Services-producing sector,15 years and over,2020,188.7,172.9,15.8,0.08373078961314256
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2010,29.3,25.4,3.9,0.13310580204778155
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2011,29.0,25.4,3.6,0.12413793103448276
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2012,29.0,25.6,3.4,0.11724137931034483
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2013,28.2,25.5,2.6,0.0921985815602837
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2014,27.9,25.6,2.3,0.08243727598566308
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2015,29.2,26.5,2.6,0.08904109589041097
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2016,28.6,26.1,2.6,0.09090909090909091
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2017,28.0,24.9,3.1,0.11071428571428572
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2018,27.0,23.9,3.2,0.11851851851851852
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2019,27.7,24.7,3.0,0.10830324909747292
Newfoundland and Labrador,Services-producing sector,15 to 24 years,2020,28.1,24.5,3.6,0.12811387900355872
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2010,131.6,122.1,9.5,0.07218844984802432
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2011,131.6,124.3,7.3,0.05547112462006079
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2012,134.7,126.7,8.0,0.059391239792130665
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2013,132.7,125.2,7.5,0.056518462697814624
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2014,128.6,121.5,7.1,0.0552099533437014
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2015,125.9,119.0,6.9,0.05480540111199365
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2016,125.2,118.1,7.0,0.05591054313099041
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2017,123.6,115.9,7.7,0.06229773462783172
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2018,123.6,116.1,7.4,0.0598705501618123
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2019,121.4,115.2,6.2,0.051070840197693576
Newfoundland and Labrador,Services-producing sector,25 to 54 years,2020,121.4,113.4,8.0,0.06589785831960461
Newfoundland and Labrador,Services-producing sector,55 years and over,2010,30.8,27.5,3.4,0.11038961038961038
Newfoundland and Labrador,Services-producing sector,55 years and over,2011,33.1,29.9,3.1,0.09365558912386707
Newfoundland and Labrador,Services-producing sector,55 years and over,2012,35.6,32.4,3.2,0.0898876404494382
