Geography,Industry,Age group,Year,Labour force (persons*1000),"Employment (persons*1,000)","Unemployment (persons*1,000)",Unemployment rate
Canada,Goods-producing sector,15 to 24 years,2016,-0.06504434841937679,-0.06595365418894827,-0.05543710021321968,0.010275619158957028
Canada,Goods-producing sector,15 to 24 years,2017,0.03575772318170767,0.054252998909487316,-0.11738148984198638,-0.14785234963372618
Canada,Goods-producing sector,15 to 24 years,2018,0.019492719586660323,0.02844582363589354,-0.06905370843989778,-0.08685341869087415
Canada,Goods-producing sector,15 to 24 years,2019,-0.04561161022805804,-0.055569524767412504,0.06593406593406592,0.1168766063769684
Canada,Goods-producing sector,15 to 24 years,2020,-0.055756698044895026,-0.0969116080937168,0.3427835051546393,0.4220736354436785
Canada,Goods-producing sector,25 to 54 years,2010,0.0,0.0,0.0,0.0
Canada,Goods-producing sector,25 to 54 years,2011,-0.004491993279155171,0.008190975168800518,-0.17135922330097098,-0.16762017873815838
Canada,Goods-producing sector,25 to 54 years,2012,0.006234499862221021,0.01046660567246116,-0.06209724663151728,-0.06790837175936093
Canada,Goods-producing sector,25 to 54 years,2013,-0.008557833841098095,-0.009887363731845955,0.014990630855715281,0.02375172803880843
Canada,Goods-producing sector,25 to 54 years,2014,-0.016262127542036486,-0.014229277928158646,-0.04984615384615376,-0.03413920236719614
Canada,Goods-producing sector,25 to 54 years,2015,-0.009722027235715247,-0.017551671676129033,0.12694300518134716,0.13800673767949467
Canada,Goods-producing sector,25 to 54 years,2016,-0.007726386673755137,-0.009064813415923911,0.012068965517241237,0.019949489662069775
Canada,Goods-producing sector,25 to 54 years,2017,-0.016216023145336877,-0.003544747674950388,-0.2049971607041453,-0.19189287689191292
Canada,Goods-producing sector,25 to 54 years,2018,0.0079148967069671,0.015338713996098319,-0.13071428571428567,-0.13754056307152374
Canada,Goods-producing sector,25 to 54 years,2019,0.0021252836713374634,-0.0006027727546714656,0.06080525883319621,0.05855552805421871
Canada,Goods-producing sector,25 to 54 years,2020,-0.01980589503953989,-0.04817551266586251,0.5639039504260264,0.5955043419579762
Canada,Goods-producing sector,55 years and over,2010,0.0,0.0,0.0,0.0
Canada,Goods-producing sector,55 years and over,2011,0.04709018214127059,0.054542571745679336,-0.05393258426966285,-0.09647952787060299
Canada,Goods-producing sector,55 years and over,2012,0.04794229953330498,0.052623665614193404,-0.028503562945368266,-0.07294854164462872
Canada,Goods-producing sector,55 years and over,2013,0.0817813765182187,0.07556063419511494,0.18826405867970664,0.09843271891424976
Canada,Goods-producing sector,55 years and over,2014,0.026322355289421173,0.026958831341301392,0.016460905349794164,-0.00960853077866175
Canada,Goods-producing sector,55 years and over,2015,0.053603986872492904,0.04862278546489085,0.13157894736842102,0.07400784494693147
Canada,Goods-producing sector,55 years and over,2016,0.035763728657129734,0.03588605253422128,0.03398926654740597,-0.001713191976730255
Canada,Goods-producing sector,55 years and over,2017,0.03374916462463817,0.04583333333333339,-0.143598615916955,-0.17155784653619466
Canada,Goods-producing sector,55 years and over,2018,0.019071220773623443,0.02185543540125212,-0.02626262626262621,-0.044485455100807036
Canada,Goods-producing sector,55 years and over,2019,0.05149080143793627,0.054361145148713375,-0.004149377593361092,-0.05291551666948302
Canada,Goods-producing sector,55 years and over,2020,-0.01176470588235301,-0.042260961436872635,0.5875000000000001,0.6063988095238095
Canada,Services-producing sector,15 years and over,2010,0.0,0.0,0.0,0.0
Canada,Services-producing sector,15 years and over,2011,0.009587921821560652,0.014651764509495901,-0.09283738087918836,-0.10145258326382012
Canada,Services-producing sector,15 years and over,2012,0.008744852282900561,0.009347611498309982,-0.00508302270416805,-0.01370800054718968
Canada,Services-producing sector,15 years and over,2013,0.013184612981554267,0.014980662942492673,-0.028099455040871968,-0.04074683674965929
Canada,Services-producing sector,15 years and over,2014,0.006867409935320312,0.007832345469940716,-0.01629577711582275,-0.023005200905877987
Canada,Services-producing sector,15 years and over,2015,0.009465281209328769,0.009842904634639105,0.00017812611328826833,-0.009200073810279763
Canada,Services-producing sector,15 years and over,2016,0.01044517832642744,0.009926270189632103,0.02315227070347281,0.012575736566027285
Canada,Services-producing sector,15 years and over,2017,0.01799969977756244,0.022753742578757397,-0.09817232375979112,-0.11411793496868194
Canada,Services-producing sector,15 years and over,2018,0.012936003646210281,0.015039995556049401,-0.04574406485234517,-0.057930677049021995
Canada,Services-producing sector,15 years and over,2019,0.026964254992522863,0.026850090982473818,0.03033980582524265,0.003286921444743518
Canada,Services-producing sector,15 years and over,2020,-0.01325378058131077,-0.052109495226738356,1.1317235963879075,1.1603564872472942
Canada,Services-producing sector,15 to 24 years,2010,0.0,0.0,0.0,0.0
Canada,Services-producing sector,15 to 24 years,2011,-0.0021878008226131618,0.007914048635426107,-0.10723192019950123,-0.10527443888087185
Canada,Services-producing sector,15 to 24 years,2012,-0.01565514821961067,-0.018559055867516938,0.018435754189944253,0.03463308854401426
Canada,Services-producing sector,15 to 24 years,2013,0.006415111150710695,0.01260667183863462,-0.06363137685134401,-0.06959999628976676
Canada,Services-producing sector,15 to 24 years,2014,-0.002965782833871833,-0.00033518483049232994,-0.03514938488576447,-0.03227933555115914
Canada,Services-producing sector,15 to 24 years,2015,-0.002486236902859096,-0.0031613737605977743,0.006071645415907767,0.008579212272917136
Canada,Services-producing sector,15 to 24 years,2016,-0.009702688267758663,-0.0058142328576232805,-0.05853952926976458,-0.049315332298115244
Canada,Services-producing sector,15 to 24 years,2017,0.016179775280898978,0.024359594006766683,-0.09230769230769231,-0.10676011295206345
Canada,Services-producing sector,15 to 24 years,2018,0.00871295886775747,0.011323959611210688,-0.030367231638417924,-0.038742627585593326
Canada,Services-producing sector,15 to 24 years,2019,0.03446310343315662,0.03345152561351106,0.049526584122359774,0.014561641337627718
Canada,Services-producing sector,15 to 24 years,2020,-0.06794388165981446,-0.15177644350142194,1.2206800832755031,1.3825604913469283
Canada,Services-producing sector,25 to 54 years,2010,0.0,0.0,0.0,0.0
Canada,Services-producing sector,25 to 54 years,2011,0.0036435403066645833,0.008734759370374157,-0.11744154797097561,-0.12064551149369485
Canada,Services-producing sector,25 to 54 years,2012,0.004829612982691245,0.005623389716590266,-0.01674786845310594,-0.021473771430509103
Canada,Services-producing sector,25 to 54 years,2013,0.0067418629907203265,0.008309940738760346,-0.03685351502013001,-0.04330343220390376
Canada,Services-producing sector,25 to 54 years,2014,0.000822403554492368,0.00104951501358852,-0.005787781350482302,-0.006604753132522068
Canada,Services-producing sector,25 to 54 years,2015,0.006936662931540383,0.007327866862370858,-0.004851228978007716,-0.011706686570761682
Canada,Services-producing sector,25 to 54 years,2016,0.005436913783053221,0.003308610055106964,0.06889827754306133,0.0631181955725384
Canada,Services-producing sector,25 to 54 years,2017,0.013945692962853862,0.01858504679020312,-0.11492854971115829,-0.12710172109654927
Canada,Services-producing sector,25 to 54 years,2018,0.007765799295152309,0.010259323978087487,-0.07248368258330473,-0.07963108287122345
Canada,Services-producing sector,25 to 54 years,2019,0.021487961377375298,0.021955049979838437,0.005185185185185182,-0.015959831939876712
Canada,Services-producing sector,25 to 54 years,2020,-0.0043627109401036535,-0.03593715929267871,1.1160648489314666,1.1253370802629372
Canada,Services-producing sector,55 years and over,2010,0.0,0.0,0.0,0.0
Canada,Services-producing sector,55 years and over,2011,0.044863515026263734,0.04423950815290034,0.06153846153846154,0.01595897097792598
Canada,Services-producing sector,55 years and over,2012,0.046563375638701165,0.04859422330304208,-0.009661835748792202,-0.053723656585230706
Canada,Services-producing sector,55 years and over,2013,0.04275927238365229,0.04137846854910898,0.08414634146341471,0.03968995546321574
Canada,Services-producing sector,55 years and over,2014,0.03662588732819816,0.0384450087907795,-0.015748031496063075,-0.05052345254395474
Canada,Services-producing sector,55 years and over,2015,0.02790121658046174,0.028594002784152917,0.006857142857142895,-0.02047285613040406
Canada,Services-producing sector,55 years and over,2016,0.04323175053153783,0.04407622809905254,0.017026106696935273,-0.02511967625721756
Canada,Services-producing sector,55 years and over,2017,0.032438858695652106,0.03492853139013441,-0.04575892857142849,-0.07574084083378363
Canada,Services-producing sector,55 years and over,2018,0.032472446126007526,0.032801868589418026,0.019883040935672502,-0.012193453914990493
Canada,Services-producing sector,55 years and over,2019,0.03839780766044232,0.037332022287774436,0.07568807339449535,0.035911348674810606
Canada,Services-producing sector,55 years and over,2020,-0.0006444287599348675,-0.031564978356346196,1.0426439232409384,1.0439611105647746
Canada,Unclassified industries,15 years and over (x 1000),2010,0.0,0.0,0.0,0.0
Canada,Unclassified industries,15 years and over (x 1000),2011,0.02263797942001866,,0.02263797942001866,0.0
Canada,Unclassified industries,15 years and over (x 1000),2012,-0.021405049396267972,,-0.021405049396267972,0.0
Canada,Unclassified industries,15 years and over (x 1000),2013,-0.0357076088988596,,-0.0357076088988596,0.0
Canada,Unclassified industries,15 years and over (x 1000),2014,-0.019193485847227576,,-0.019193485847227576,0.0
Canada,Unclassified industries,15 years and over (x 1000),2015,-0.03439414904131244,,-0.03439414904131244,0.0
Canada,Unclassified industries,15 years and over (x 1000),2016,0.03561924257932447,,0.03561924257932447,0.0
Canada,Unclassified industries,15 years and over (x 1000),2017,-0.006720695789681708,,-0.006720695789681708,0.0
Canada,Unclassified industries,15 years and over (x 1000),2018,-0.07781094527363186,,-0.07781094527363186,0.0
Canada,Unclassified industries,15 years and over (x 1000),2019,-0.07444971946482526,,-0.07444971946482526,0.0
Canada,Unclassified industries,15 years and over (x 1000),2020,0.12217300069946391,,0.12217300069946391,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2010,0.0,0.0,0.0,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2011,0.04402895054282263,,0.04402895054282263,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2012,-0.008665511265164683,,-0.008665511265164683,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2013,-0.03146853146853146,,-0.03146853146853146,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2014,-0.013838748495788145,,-0.013838748495788145,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2015,-0.06284319707138508,,-0.06284319707138508,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2016,0.033203125,,0.033203125,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2017,-0.09892879647132946,,-0.09892879647132946,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2018,-0.047552447552447585,,-0.047552447552447585,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2019,0.001468428781204345,,0.001468428781204345,0.0
Canada,Unclassified industries,15 to 24 years (x 1000),2020,0.3585043988269796,,0.3585043988269796,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2010,0.0,0.0,0.0,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2011,-0.006807351940095296,,-0.006807351940095296,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2012,-0.028786840301576522,,-0.028786840301576522,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2013,-0.03916725476358496,,-0.03916725476358496,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2014,-0.029012118986412205,,-0.029012118986412205,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2015,-0.03290468986384265,,-0.03290468986384265,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2016,-0.012514665623777788,,-0.012514665623777788,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2017,0.03485148514851488,,0.03485148514851488,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2018,-0.06812093379257567,,-0.06812093379257567,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2019,-0.1236139630390144,,-0.1236139630390144,0.0
Canada,Unclassified industries,25 to 54 years (x 1000),2020,0.0402999062792877,,0.0402999062792877,0.0
Canada,Unclassified industries,55 years and over (x 1000),2010,0.0,0.0,0.0,0.0
Canada,Unclassified industries,55 years and over (x 1000),2011,0.09224598930481287,,0.09224598930481287,0.0
Canada,Unclassified industries,55 years and over (x 1000),2012,-0.022031823745410017,,-0.022031823745410017,0.0
Canada,Unclassified industries,55 years and over (x 1000),2013,-0.03254067584480613,,-0.03254067584480613,0.0
Canada,Unclassified industries,55 years and over (x 1000),2014,0.0038809831824062613,,0.0038809831824062613,0.0
Canada,Unclassified industries,55 years and over (x 1000),2015,0.019329896907216426,,0.019329896907216426,0.0
Canada,Unclassified industries,55 years and over (x 1000),2016,0.19721871049304696,,0.19721871049304696,0.0
Canada,Unclassified industries,55 years and over (x 1000),2017,0.03695881731784589,,0.03695881731784589,0.0
Canada,Unclassified industries,55 years and over (x 1000),2018,-0.1476578411405295,,-0.1476578411405295,0.0
Canada,Unclassified industries,55 years and over (x 1000),2019,-0.053763440860215006,,-0.053763440860215006,0.0
Canada,Unclassified industries,55 years and over (x 1000),2020,-0.06565656565656564,,-0.06565656565656564,0.0
Newfoundland and Labrador,All industries,15 years and over,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,All industries,15 years and over,2011,0.015325670498084198,0.04054054054054057,-0.1282051282051282,-0.14136429608127732
Newfoundland and Labrador,All industries,15 years and over,2012,0.02981132075471682,0.033333333333333215,0.00588235294117645,-0.02323626409156543
Newfoundland and Labrador,All industries,15 years and over,2013,0.0007328691828509815,0.007540846250523758,-0.04678362573099415,-0.04748169704133398
Newfoundland and Labrador,All industries,15 years and over,2014,-0.006224826071036471,-0.00956340956340962,0.01840490797546024,0.024784010199330186
Newfoundland and Labrador,All industries,15 years and over,2015,0.003316138540899072,-0.0067170445004197665,0.07530120481927716,0.07174714281289685
Newfoundland and Labrador,All industries,15 years and over,2016,-0.011017260374586835,-0.021132713440405793,0.05602240896358546,0.0677864907567185
Newfoundland and Labrador,All industries,15 years and over,2017,-0.024507983661344324,-0.03670120898100171,0.05039787798408479,0.07678777518505542
Newfoundland and Labrador,All industries,15 years and over,2018,-0.005329272934906704,0.005826983415508691,-0.06818181818181823,-0.06318929826392539
Newfoundland and Labrador,All industries,15 years and over,2019,-0.009567546880979716,0.01158645276292325,-0.1382113821138211,-0.12988653070456502
Newfoundland and Labrador,All industries,15 years and over,2020,-0.03748068006182381,-0.05726872246696035,0.10062893081761004,0.1434876246310619
Newfoundland and Labrador,All industries,15 to 24 years,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,All industries,15 to 24 years,2011,0.01089918256130784,0.02422145328719738,-0.038461538461538436,-0.04882852996060527
Newfoundland and Labrador,All industries,15 to 24 years,2012,0.016172506738544534,0.03378378378378377,-0.039999999999999925,-0.05527851458885946
Newfoundland and Labrador,All industries,15 to 24 years,2013,-0.02917771883289133,0.0,-0.18055555555555558,-0.15592744383727974
Newfoundland and Labrador,All industries,15 to 24 years,2014,-0.019125683060109422,-0.016339869281045805,-0.03389830508474578,-0.015060667579434361
Newfoundland and Labrador,All industries,15 to 24 years,2015,0.04178272980501396,0.039867109634551534,0.07017543859649122,0.02725396378647127
Newfoundland and Labrador,All industries,15 to 24 years,2016,-0.03743315508021383,-0.04792332268370603,0.016393442622950838,0.05591985428051016
Newfoundland and Labrador,All industries,15 to 24 years,2017,-0.03333333333333344,-0.03691275167785235,0.0,0.034482758620689946
Newfoundland and Labrador,All industries,15 to 24 years,2018,-0.048850574712643535,-0.06271777003484325,0.0,0.05135951661631388
Newfoundland and Labrador,All industries,15 to 24 years,2019,0.009063444108761143,0.0074349442379182396,0.016129032258064502,0.007002124782692798
Newfoundland and Labrador,All industries,15 to 24 years,2020,-0.020958083832335217,-0.02583025830258312,0.0,0.021406727828745975
Newfoundland and Labrador,All industries,25 to 54 years,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,All industries,25 to 54 years,2011,0.0016657412548584105,0.026802807913210103,-0.17021276595744683,-0.17159267820918056
Newfoundland and Labrador,All industries,25 to 54 years,2012,0.014412416851441234,0.01678060907395884,-0.005128205128205221,-0.019262995656438298
Newfoundland and Labrador,All industries,25 to 54 years,2013,-0.007650273224043769,-0.001833740831295727,-0.05670103092783496,-0.04942890231163988
Newfoundland and Labrador,All industries,25 to 54 years,2014,-0.009911894273127664,-0.015309246785058184,0.032786885245901454,0.0431262422728349
Newfoundland and Labrador,All industries,25 to 54 years,2015,-0.016129032258064502,-0.02425373134328357,0.058201058201058364,0.07554861653222322
Newfoundland and Labrador,All industries,25 to 54 years,2016,-0.006218202374222659,-0.019120458891013437,0.09499999999999997,0.10185153583617734
Newfoundland and Labrador,All industries,25 to 54 years,2017,-0.027872582480091057,-0.03768680961663429,0.04109589041095907,0.07094591886627621
Newfoundland and Labrador,All industries,25 to 54 years,2018,-0.017554125219426564,-0.004051316677920247,-0.10526315789473695,-0.08927619823829991
Newfoundland and Labrador,All industries,25 to 54 years,2019,-0.026801667659321016,-0.004067796610169427,-0.19117647058823528,-0.1689016487868097
Newfoundland and Labrador,All industries,25 to 54 years,2020,-0.022031823745410017,-0.03744043567052413,0.115151515151515,0.14027382713240022
Newfoundland and Labrador,All industries,55 years and over,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,All industries,55 years and over,2011,0.07692307692307687,0.1095890410958904,-0.07792207792207795,-0.1437847866419295
Newfoundland and Labrador,All industries,55 years and over,2012,0.0945378151260503,0.09876543209876543,0.07042253521126751,-0.022032386256116365
Newfoundland and Labrador,All industries,55 years and over,2013,0.05374280230326289,0.04494382022471921,0.09210526315789491,0.036405905474067746
Newfoundland and Labrador,All industries,55 years and over,2014,0.016393442622950838,0.01505376344086029,0.02409638554216853,0.007578701904391583
Newfoundland and Labrador,All industries,55 years and over,2015,0.03942652329749108,0.025423728813559254,0.12941176470588234,0.08657200811359034
Newfoundland and Labrador,All industries,55 years and over,2016,-0.008620689655172376,-0.012396694214876103,0.0,0.008695652173912993
Newfoundland and Labrador,All industries,55 years and over,2017,-0.01043478260869568,-0.03138075313807531,0.10416666666666674,0.1158099004100761
Newfoundland and Labrador,All industries,55 years and over,2018,0.05975395430579966,0.07991360691144722,-0.028301886792452713,-0.08309083513251336
Newfoundland and Labrador,All industries,55 years and over,2019,0.028192371475953548,0.06000000000000005,-0.12621359223300976,-0.1501722518008144
Newfoundland and Labrador,All industries,55 years and over,2020,-0.08870967741935487,-0.12641509433962272,0.1444444444444446,0.255850540806293
Newfoundland and Labrador,Goods-producing sector,15 years and over,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,Goods-producing sector,15 years and over,2011,0.030794165316045286,0.09129511677282376,-0.15753424657534243,-0.18270224864306017
Newfoundland and Labrador,Goods-producing sector,15 years and over,2012,0.028301886792452935,0.048638132295719894,-0.06504065040650409,-0.09077347654210499
Newfoundland and Labrador,Goods-producing sector,15 years and over,2013,0.039755351681957096,0.03525046382189245,0.060869565217391175,0.02030690537084401
Newfoundland and Labrador,Goods-producing sector,15 years and over,2014,0.010294117647058787,-0.007168458781361964,0.09016393442622972,0.07905600496337128
Newfoundland and Labrador,Goods-producing sector,15 years and over,2015,0.03202328966521106,-0.0018050541516245744,0.1729323308270676,0.1365366872753111
Newfoundland and Labrador,Goods-producing sector,15 years and over,2016,-0.05641748942172076,-0.08137432188065097,0.03205128205128216,0.09375838411712856
Newfoundland and Labrador,Goods-producing sector,15 years and over,2017,-0.06278026905829603,-0.07086614173228334,-0.03105590062111807,0.033849445748759255
Newfoundland and Labrador,Goods-producing sector,15 years and over,2018,-0.019138755980861344,0.0,-0.08333333333333326,-0.06544715447154459
Newfoundland and Labrador,Goods-producing sector,15 years and over,2019,-0.04227642276422772,-0.0021186440677966045,-0.1748251748251748,-0.13839980053901957
Newfoundland and Labrador,Goods-producing sector,15 years and over,2020,-0.09168081494057723,-0.12526539278131632,0.04237288135593209,0.14758434975447488
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2010,0.0,0.0,0.0,0.0
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2011,0.07272727272727275,0.19999999999999996,-0.19999999999999996,-0.2542372881355932
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2012,0.11864406779661008,0.16666666666666674,0.0625,-0.05018939393939392
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2013,-0.030303030303030165,0.04081632653061207,-0.23529411764705876,-0.21139705882352944
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2014,-0.03125,-0.0980392156862745,0.3076923076923077,0.34987593052109167
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2015,0.016129032258064502,0.04347826086956519,-0.05882352941176461,-0.07376283846872056
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2016,-0.15873015873015872,-0.20833333333333337,-0.0625,0.1143867924528299
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2017,-0.09433962264150941,-0.02631578947368407,-0.2666666666666666,-0.19027777777777766
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2018,-0.0625,-0.16216216216216217,0.2727272727272725,0.35757575757575744
Newfoundland and Labrador,Goods-producing sector,15 to 24 years,2019,-0.2222222222222222,-0.22580645161290325,-0.2142857142857142,0.010204081632653184
